operator_name,total_cap_mw,num_states,sector_name,avg_capacity_factor_2024,capacity_factor_trend,market_share_pct
Avangrid Power LLC,7363.34,23,NAICS-22 Non-Cogen,0.26420744274379093,,5.925949270824406
MidAmerican Energy Co,6747.379,1,Electric Utility,0.42531949621736553,0.06920558846283459,5.4302294427564
"Big Sky Wind, LLC",5053.62,7,NAICS-22 Non-Cogen,0.3077750119663218,,4.067107556356713
Invenergy Services LLC,3546.78,13,NAICS-22 Non-Cogen,0.3048532266685544,-0.03453389954605157,2.8544163864190146
"EDF Renewable Asset Holdings, Inc.",3275.605,9,NAICS-22 Non-Cogen,0.3156018422101665,-0.05300130074508669,2.6361772050806804
Duke Energy Renewables Services,2968.53,7,NAICS-22 Non-Cogen,0.238499641765591,,2.389046029236783
Pattern Operators LP,2518.13,8,NAICS-22 Non-Cogen,0.3361597066408229,-0.0008445786611625539,2.0265681928772894
Southern Power Co,2347.165,7,NAICS-22 Non-Cogen,0.4032477077973984,0.019758018368392027,1.8889771109652096
Engie North America,1957.415,4,NAICS-22 Non-Cogen,0.3849268851893151,0.12370886587175273,1.5753098447105194
Northern States Power Co - Minnesota,1915.2,4,Electric Utility,0.4607586770700474,0.11938788182871718,1.5413355954611498
AE Power Services LLC,1654.95,6,NAICS-22 Non-Cogen,0.3280543536629295,-0.029125890590340986,1.3318887550691467
"Leeward Asset Management, LLC",1610.765,7,NAICS-22 Non-Cogen,0.37163154284481187,0.04209780974811511,1.2963290676811712
PacifiCorp,1596.72,3,Electric Utility,0.30024338250371435,-0.08311015870561261,1.285025779022936
"BHE Renewables, LLC",1412.4,4,NAICS-22 Non-Cogen,0.43732063347500505,-0.0033126201679822276,1.1366867141965997
"Enel Green Power NA, Inc.",1332.28,4,NAICS-22 Non-Cogen,0.39473657680989516,-0.05084349619924011,1.072206864620395
Interstate Power and Light Co,1290.25,1,Electric Utility,0.37226071091829843,0.048467040469034495,1.0383815016936866
DTE Electric Company,1233.02,1,Electric Utility,0.3327545051350448,-0.006631219318270376,0.9923233165807784
Algonquin Power Co,1201.5,4,NAICS-22 Non-Cogen,0.34097993566187595,-0.028100223573263083,0.9669563063630803
Public Service Co of Colorado,1094.4,1,Electric Utility,0.42892048483312356,0.16821788660740628,0.8807631974063713
AES Distributed Energy,1093.1,6,NAICS-22 Non-Cogen,0.32028700157992346,0.02961621721079427,0.8797169691930778
Onward Energy,1042.1,4,NAICS-22 Non-Cogen,0.35160651873281484,-0.017937393233746157,0.838672631594645
Southwestern Public Service Co,998.6,2,Electric Utility,0.4949869480160305,0.4949869480160305,0.8036642259959818
ALLETE Clean Energy,929.69,7,NAICS-22 Non-Cogen,0.25621338876425576,,0.7482060827820992
Boralex US Operations LLC,893.55,2,NAICS-22 Non-Cogen,0.45852460022262476,,0.719120938452543
Caithness Shepherds Flat LLC,845.0,1,NAICS-22 Non-Cogen,0.24938107122569417,0.00032152939987889484,0.6800483386407016
SunEdison LLC,840.28,3,NAICS-22 Non-Cogen,0.3599726490567825,-0.013582268531000807,0.6762497254355132
Portland General Electric Co,816.96,2,Electric Utility,0.31289989440247323,0.07561392015285864,0.6574820008708965
Puget Sound Energy Inc,771.9,1,Electric Utility,0.2833281213574311,-0.03059161849263886,0.6212181214162811
FPL Energy Horse Hollow LLC,735.5,1,NAICS-22 Non-Cogen,0.3804691243828777,-0.008572845504897952,0.5919237314440663
"Evergreen Wind, LLC",697.2,5,NAICS-22 Non-Cogen,0.2791333622734237,-0.019457419072348825,0.5611002386985764
Terra-Gen Operating Co-Wind,671.216,3,NAICS-22 Non-Cogen,inf,,0.5401885510876415
Capricorn Ridge Wind LLC,662.5,1,NAICS-22 Non-Cogen,0.34114066742275834,-0.047114307316905524,0.533173993312976
Consumers Energy Co - (MI),642.08,1,Electric Utility,0.2978602900935583,,0.5167401624549368
"Evergy Kansas Central, Inc",625.7,2,Electric Utility,0.2932386414143386,-0.0456878484653076,0.5035576869674402
"Valcour Operating Services, LLC",612.0,1,NAICS-22 Non-Cogen,0.18785168717671877,-0.034251259000785045,0.4925320511811945
Limon,600.6,1,NAICS-22 Non-Cogen,0.3531455337993306,-0.05131186018447392,0.48335743454154473
Empire District Electric Co,599.8,2,Electric Utility,0.43781842201843846,0.4377010734499081,0.4827136017949027
Acciona Wind Energy USA LLC,546.72,4,NAICS-22 Non-Cogen,0.18750763950432298,-0.11340897047012999,0.43999529905520035
"Aviator Wind, LLC",525.02,1,NAICS-22 Non-Cogen,0.38716779043338034,,0.4225313358025338
"ALLETE, Inc.",521.6,2,Electric Utility,0.25456744525635366,-0.09884506317604763,0.419778950810639
"High Lonesome Wind Power, LLC",500.535,1,NAICS-22 Non-Cogen,0.2692271819244483,0.1643280396715041,0.4028260298006196
Oklahoma Gas & Electric Co,448.7,1,Electric Utility,0.15803439132726077,-0.16220238518290314,0.36110969177287905
"Acciona Energy USA Global, LLC",436.05,2,NAICS-22 Non-Cogen,0.21649808521687358,-0.013640396661990545,0.35092908646660104
Wisconsin Power & Light Co,421.15,3,Electric Utility,0.29642592667511775,0.058332647314763814,0.33893770156039227
Mesquite Star Special LLC,418.9,1,NAICS-22 Non-Cogen,0.3224913914967686,,0.33712692196046135
"Jordan Creek Wind Farm, LLC",401.92,1,NAICS-22 Non-Cogen,0.35712658247697027,0.32620289640690076,0.32346157191298314
Mesquite Wind LLC,400.0,1,NAICS-22 Non-Cogen,0.22871186247723135,-0.059554587887067356,0.3219163733210421
Union Electric Co - (MO),400.0,1,Electric Utility,0.18462004781420766,0.16751992258652096,0.3219163733210421
Headwaters Wind Farm LLC,382.4,1,NAICS-22 Non-Cogen,0.18391655425231118,-0.009679959664204985,0.3077520528949163
Stephens Ranch Wind Energy LLC,375.9,1,NAICS-22 Non-Cogen,0.35228505624146256,-0.05919339426299769,0.3025209118284493
Otter Tail Power Co,350.4,1,Electric Utility,0.2981056430231825,0.007398303998448208,0.2819987430292329
Mohave County Wind Farm,349.6,1,NAICS-22 Non-Cogen,0.31676782312755036,0.28053105448641796,0.2813549102825908
"Foard City Wind, LLC",345.24,1,NAICS-22 Non-Cogen,0.37953125821080824,-0.049888409509585396,0.27784602181339146
"Sage Draw Wind, LLC",338.4,1,NAICS-22 Non-Cogen,0.3995810806882921,0.07480557816274597,0.27234125182960167
Wisconsin Electric Power Co,337.2,1,Electric Utility,0.2470247090600212,0.0010955495384254998,0.2713755027096385
"Flat Rock Windpower, LLC",321.75,1,NAICS-22 Non-Cogen,0.22522903123996021,-0.03703456025860394,0.25894148279011325
"Rattlesnake Creek Wind Project, LLC",318.15,1,NAICS-22 Non-Cogen,0.3372303792960613,-0.09402999238253257,0.2560442354302239
Consolidated Edison Development Inc.,308.65,5,NAICS-22 Non-Cogen,0.3774271440187895,-0.0777538975374184,0.24839872156384915
Exus Pennsylvania Wind Holdings,306.9,1,NAICS-22 Non-Cogen,0.2617331100784087,,0.24699033743056956
TC Energy,303.75,1,NAICS-22 Non-Cogen,0.426198262026077,,0.24445524599066634
Greenbacker Renewable Energy Corporation,301.75,8,NAICS-22 Non-Cogen,0.32589877500345965,0.006152952726751648,0.24284566412406117
Soldier Creek Wind LLC,300.96,1,NAICS-22 Non-Cogen,0.40610559264391594,0.35798468579961246,0.24220987928675208
"FPLE Wind, LLC",300.8,1,NAICS-22 Non-Cogen,0.3475938549927548,-0.03465732432255142,0.24208111273742366
"Pioneer Prairie Wind Farm I, LLC",300.3,1,NAICS-22 Non-Cogen,0.32718912841863657,0.010049149393411672,0.24167871727077236
Chisholm View Wind Project,300.0,1,NAICS-22 Non-Cogen,0.37103028233151186,-0.0023982999392835325,0.2414372799907816
"Milligan 1 Wind, LLC",300.0,1,NAICS-22 Non-Cogen,0.39996964177292044,0.3846450781724347,0.2414372799907816
"Tahoka Wind, LLC",300.0,1,NAICS-22 Non-Cogen,0.43223284760170005,-0.04372078020643594,0.2414372799907816
"TX Jumbo Road Wind, LLC",299.7,1,NAICS-22 Non-Cogen,0.37022830359199516,-0.014588814679889373,0.2411958427107908
Balko Wind LLC,299.7,1,NAICS-22 Non-Cogen,0.3598156444240233,-0.07327265030665153,0.2411958427107908
FPL Energy Vansycle LLC,299.64,2,NAICS-22 Non-Cogen,0.2381494527190801,-0.04233887700100297,0.24114755525479267
"Bronco Plains Wind, LLC",299.36,1,NAICS-22 Non-Cogen,0.4160214681423588,0.1656691530882154,0.24092221379346793
"Enel Green Power Diamond Vista Wind Project, LLC",299.25,1,NAICS-22 Non-Cogen,0.37348265928938923,-0.0660941972417382,0.24083368679080464
"Red Dirt Wind Project, LLC",299.25,1,NAICS-22 Non-Cogen,0.290366931293017,-0.08393631315690564,0.24083368679080464
NextEra Energy Seiling Wind,299.2,1,NAICS-22 Non-Cogen,0.393510578170056,-0.053660511118397036,0.2407934472441395
"Aurora Wind Project, LLC",298.8,1,NAICS-22 Non-Cogen,0.3783550260544302,0.3682893382881861,0.2404715308708185
Canadian Hills Wind LLC,298.45,1,NAICS-22 Non-Cogen,0.11592377252111014,-0.22900193806433422,0.24018985404416254
"Thunder Ranch Wind Project, LLC",297.8,1,NAICS-22 Non-Cogen,0.39229012148591796,-0.037390545237020456,0.23966673993751586
"Torrecillas Wind Energy, LLC",297.5,1,NAICS-22 Non-Cogen,0.361674779201298,-0.07507653334557868,0.2394253026575251
Ranchero Wind Farm LLC,297.5,1,NAICS-22 Non-Cogen,0.4468384074941452,-0.04563185930109748,0.2394253026575251
Kingfisher Wind LLC,296.0,1,NAICS-22 Non-Cogen,0.3145961022497908,-0.09571956690296851,0.23821811625757117
Basin Electric Power Coop,284.6,2,Electric Utility,0.28798196180909025,0.07768669567112141,0.22904349961792148
Orion Energy Group LLC,280.5,2,NAICS-22 Non-Cogen,0.3102172750525163,0.01767711146703521,0.22574385679138081
Public Service Co of Oklahoma,278.135,1,Electric Utility,0.49236921404247963,,0.22384052623412015
FPL Energy Upton Wind LP,276.9,1,NAICS-22 Non-Cogen,0.22518412281169153,-0.02184937188400593,0.2228466094314914
Clearway Energy Operating LLC,264.0,1,NAICS-22 Non-Cogen,0.22635853066180936,,0.21246480639188783
Shell Wind Energy Inc.,262.42,2,NAICS-22 Non-Cogen,0.32510183792486225,0.04545657636335204,0.21119323671726972
Windy Flats Partners LLC,262.2,1,NAICS-22 Non-Cogen,0.29158139269929795,-0.04313065222254181,0.2110161827119431
"Dermott Wind, LLC",253.0,1,NAICS-22 Non-Cogen,0.4072604159917061,-0.013478512854849245,0.20361210612555913
"Las Majadas Wind Farm, LLC",251.6,1,NAICS-22 Non-Cogen,0.3772445601339044,,0.2024853988189355
Skeleton Creek Energy Center,250.9,1,NAICS-22 Non-Cogen,0.4408201512805267,0.41631456447136395,0.20192204516562368
"Nobles 2 Power Partners, LLC",250.4,1,NAICS-22 Non-Cogen,0.44500429549514947,0.40777833790161605,0.20151964969897235
Cedar Point LLC,250.2,1,NAICS-22 Non-Cogen,0.30508698687680097,-0.018052042882997776,0.20135869151231187
Amadeus Wind LLC,250.12,1,NAICS-22 Non-Cogen,0.3428063090736483,0.31149893224294234,0.20129430823764763
"Willow Springs Windfarm, LLC",250.0,1,NAICS-22 Non-Cogen,0.40133879781420767,-0.033142531876138415,0.20119773332565133
Hidalgo Wind Farm LLC,250.0,1,NAICS-22 Non-Cogen,0.3200910746812386,0.007835610200364274,0.20119773332565133
Palo Duro Wind,249.9,1,NAICS-22 Non-Cogen,0.46294565184908204,-0.05590760894521746,0.2011172542323211
Buffalo Dunes Wind Project LLC,249.75,1,NAICS-22 Non-Cogen,0.3951761415331543,-0.04869760470853368,0.2009965355923257
"Javelina Wind Energy, LLC",249.69,1,NAICS-22 Non-Cogen,0.38278202676236567,-0.048532402401199715,0.2009482481363275
Chapman Ranch Wind LLC,249.075,1,NAICS-22 Non-Cogen,0.23673749521681955,-0.07610581738955083,0.20045330171234643
Rush Springs Wind Project,246.925,1,NAICS-22 Non-Cogen,0.42865773605511726,-0.01103232786959013,0.19872300120574582
"Golden West Power Partners, LLC",246.5,1,NAICS-22 Non-Cogen,0.3956308168641491,0.009328227239642772,0.19838096505909222
Tucson Electric Power Co,244.98,1,Electric Utility,0.32975769108544756,,0.19715768284047225
"Pratt Wind, LLC",243.8,1,NAICS-22 Non-Cogen,0.43702865677172753,-0.05158252531637053,0.1962080295391752
"El Campo Wind, LLC (Longroad)",242.8,1,NAICS-22 Non-Cogen,0.36000193552452714,,0.19540323860587258
"Clear Creek Wind, LLC",242.0,1,NAICS-22 Non-Cogen,0.2666300674404251,0.027167633864727758,0.19475940585923052
Big Sky Wind LLC,239.4,1,NAICS-22 Non-Cogen,0.3475641327057778,,0.19266694943264373
"Rio Bravo Windpower, LLC",237.6,1,NAICS-22 Non-Cogen,0.1909669516966876,-0.08346308408922254,0.191218325752699
"White Cloud Wind Project, LLC",236.5,1,NAICS-22 Non-Cogen,0.4155985127677846,0.3858822691266458,0.19033305572606615
"Plum Creek Wind, LLC",231.24,1,NAICS-22 Non-Cogen,0.4114646497586938,0.171143618990544,0.18609985541689447
"Electra Wind, LLC",230.0,1,NAICS-22 Non-Cogen,0.4101855151659143,-0.05660142947651858,0.18510191465959921
"Horse Creek Wind, LLC",230.0,1,NAICS-22 Non-Cogen,0.4018650510810169,-0.03171032311712996,0.18510191465959921
Wisconsin Public Service Corp,228.0,2,Electric Utility,0.23816911650499145,0.04653433239498814,0.183492332792994
"Roundhouse Renewable Energy, LLC",226.56,1,NAICS-22 Non-Cogen,0.4250508556582075,0.16710089543906226,0.18233343384903827
FPL Energy Illinois Wind LLC,217.5,1,NAICS-22 Non-Cogen,0.3253637753072462,-0.026829868308104576,0.17504202799331667
"Emmons-Logan Wind, LLC",216.44,1,NAICS-22 Non-Cogen,0.4666704284835687,0.004086347247174771,0.1741889496040159
"Armadillo Flats Wind Project, LLC",216.405,1,NAICS-22 Non-Cogen,0.48081186236307494,-0.028808962181270714,0.17416078192135032
"Marble River, LLC",215.25,1,NAICS-22 Non-Cogen,0.20431086824529449,-0.05379012416197543,0.1732312483933858
NRG Energy Gas & Wind Holdings Inc,214.5,2,NAICS-22 Non-Cogen,0.13361332623770011,-0.1851810892904805,0.17262765519340884
FPL Peetz Table Wind Energy,212.8,1,NAICS-22 Non-Cogen,0.3674010632797841,0.00750146370023419,0.17125951060679442
"Crocker Wind Farm, LLC",209.44,1,NAICS-22 Non-Cogen,0.43732664762377876,-0.0022704530147876767,0.16855541307089766
Reloj del Sol Wind Farm LLC,209.4,1,NAICS-22 Non-Cogen,0.16761286040608694,,0.16852322143356557
Ninnescah Wind Energy LLC,208.265,1,NAICS-22 Non-Cogen,0.4406549173265444,-0.029861160580889112,0.1676097837242671
"Kingman Wind Energy, LLC",206.55,1,NAICS-22 Non-Cogen,0.44321854087381424,-0.02473853784019625,0.16622956727365312
Lexington Chenoa Wind Farm LLC,205.2,1,NAICS-22 Non-Cogen,0.3913048977939689,0.0057115853030674235,0.1651430995136946
Montana-Dakota Utilities Co,205.0,2,Electric Utility,0.3444030657479254,-0.03518104249736309,0.1649821413270341
"Sequitur Renewables, LLC",204.96,3,NAICS-22 Non-Cogen,0.11495577952946223,,0.16494994968970197
White Creek Wind 1 LLC,204.7,1,NAICS-22 Non-Cogen,0.3135146907420607,-0.0461023862723271,0.1647407040470433
Shannon Wind LLC,204.085,1,NAICS-22 Non-Cogen,0.2636902870884051,-0.11794391002748822,0.1642457576230622
FPL Energy New Mexico Wind LLC,204.0,1,NAICS-22 Non-Cogen,0.30508902103646557,-0.014893947105253769,0.1641773503937315
"Ponderosa Wind, LLC",203.57,1,NAICS-22 Non-Cogen,0.5357572029617413,0.49515286919023666,0.1638312902924114
"Milford Wind Corridor Phase I, LLC (Longroad)",203.5,1,NAICS-22 Non-Cogen,0.2122711385006467,,0.1637749549270802
Sugar Creek Wind One LLC,202.0,1,NAICS-22 Non-Cogen,0.374536172879583,0.32707927555050587,0.1625677685271263
"Cloud County Windfarm, LLC",201.0,1,NAICS-22 Non-Cogen,0.18499374711143735,-0.09289504209372085,0.1617629775938237
Logan Wind Energy LLC,201.0,1,NAICS-22 Non-Cogen,0.2754318117971164,-0.04026429781873875,0.1617629775938237
Meadow Lake Wind Farm VI LLC,200.4,1,NAICS-22 Non-Cogen,0.37782301971648685,0.025772680504201062,0.1612801030338421
"Blue Summit III Wind, LLC",200.2,1,NAICS-22 Non-Cogen,0.41697601123830635,-0.044352846606944996,0.1611191448471816
"Crowned Ridge Wind, LLC",200.1,1,NAICS-22 Non-Cogen,0.4337329286176584,-0.026853604163310008,0.16103866575385134
Elk City LLC,200.06,1,NAICS-22 Non-Cogen,0.28136140214401983,-0.14639619953722444,0.16100647411651922
"Javelina Wind Energy II, LLC",200.0,1,NAICS-22 Non-Cogen,0.3920002276867031,-0.04840050091074677,0.16095818666052106
"Cimarron Bend Wind Project II, LLC",200.0,1,NAICS-22 Non-Cogen,0.4515089936247723,-0.06605589708561016,0.16095818666052106
Harvest Ridge Wind Farm,199.8,1,NAICS-22 Non-Cogen,0.4257336799458839,0.2681979566087034,0.16079722847386055
Caney River Wind Project,199.8,1,NAICS-22 Non-Cogen,0.3626349482451486,-0.0339205325544123,0.16079722847386055
Meadow Lake Wind Farm LLC,199.65,1,NAICS-22 Non-Cogen,0.25250358436918524,-0.0068340223806962475,0.16067650983386514
"Cedar Springs Wind, LLC",199.4,1,NAICS-22 Non-Cogen,0.4277112987413972,0.3441232166444689,0.1604753121005395
Prairie Queen Wind Farm LLC,199.275,1,NAICS-22 Non-Cogen,0.3452691324813834,-0.016238852177942853,0.1603747132338767
Turtle Creek Wind Farm LLC,199.2,1,NAICS-22 Non-Cogen,0.41984022154190537,0.043433067424525074,0.160314353913879
"Wheatridge Wind Holdings, LLC",199.08,1,NAICS-22 Non-Cogen,0.35275598810996883,0.29955932535565233,0.1602177790018827
Waverly Wind Farm LLC,199.0,1,NAICS-22 Non-Cogen,0.44091987716359576,0.03405746858152331,0.16015339572721848
Ridgeline Energy LLC,198.9,1,NAICS-22 Non-Cogen,0.3346846146628646,-0.02265038069521097,0.1600729166338882
Mammoth Plains Wind Project,198.9,1,NAICS-22 Non-Cogen,0.4120270778901444,-0.050623946276469545,0.1600729166338882
"Enel Kansas, LLC",198.84,1,NAICS-22 Non-Cogen,0.30857766026560607,0.2785434893969724,0.16002462917789007
FPL Energy Crystal Lake Wind II LLC,198.8,1,NAICS-22 Non-Cogen,0.4222402951406068,-0.008700884725474922,0.15999243754055795
"Cedar Bluff Wind, LLC",198.69,1,NAICS-22 Non-Cogen,0.4666534608608059,-0.02961565833623714,0.15990391053789466
Blackstone Wind Farm II LLC,198.0,1,NAICS-22 Non-Cogen,0.2914717530496219,0.015602288826332578,0.15934860479391585
"Bluestem Wind Energy, LLC",198.0,1,NAICS-22 Non-Cogen,0.4685056392706666,0.0017042004746922745,0.15934860479391585
Trinity Hills Wind Farm LLC,198.0,1,NAICS-22 Non-Cogen,0.43289106916156095,0.276861281301172,0.15934860479391585
High Trail Wind Farm LLC,198.0,1,NAICS-22 Non-Cogen,0.3153673575463193,0.013496186822689549,0.15934860479391585
Old Trail Wind Farm LLC,198.0,1,NAICS-22 Non-Cogen,0.32546261798310977,0.013812418354768041,0.15934860479391585
"Bearkat Wind Energy 1, LLC",196.65,1,NAICS-22 Non-Cogen,0.3945411693220274,-0.001324554224980623,0.15826213703395733
"Cimarron Bend Wind Project I, LLC",196.0,1,NAICS-22 Non-Cogen,0.4999163599866176,-0.02427186721683211,0.15773902292731065
"Green River Wind Farm Phase 1, LLC",194.25,1,NAICS-22 Non-Cogen,0.3195414383938974,0.01030890375152671,0.15633063879403108
Burke Wind LLC,193.24,1,NAICS-22 Non-Cogen,0.46913369993201914,0.45601850280840306,0.15551779995139545
Canadian Breaks LLC,193.2,1,NAICS-22 Non-Cogen,0.5102097216094009,,0.15548560831406336
NaturEner Rim Rock Energy LLC,189.0,1,NAICS-22 Non-Cogen,0.36172911787665885,-0.0632770260502501,0.1521054863941924
Los Angeles Department of Water & Power,185.0,2,Electric Utility,0.1585456301018687,-0.07098251028806588,0.14888632266098198
"Hilltopper Wind Project, LLC",185.0,1,NAICS-22 Non-Cogen,0.32742086348643723,-0.006055235563432293,0.14888632266098198
Idaho Wind Partners 1 LLC,183.0,1,NAICS-22 Non-Cogen,0.3462345962915179,-0.0032562067056602917,0.14727674079437678
"Lockett Windfarm, LLC",181.3,1,NAICS-22 Non-Cogen,0.45417092401869913,-0.01182890819893162,0.14590859620776234
Wildcat Creek Wind Farm LLC,180.075,1,NAICS-22 Non-Cogen,0.3441663271754559,,0.14492272731446665
Bull Creek Wind LLC,180.0,1,NAICS-22 Non-Cogen,0.1677469135802469,-0.026875885448289838,0.14486236799446894
Scout Clean Energy LLC,179.88,1,NAICS-22 Non-Cogen,0.37706971111686277,0.12437012754505838,0.14476579308247264
CP Bloom Wind LLC,178.2,1,NAICS-22 Non-Cogen,0.4276772736472191,,0.14341374431452428
Northern Colorado Wind LLC,175.7,1,NAICS-22 Non-Cogen,0.36124432791861444,0.059135044521368085,0.14140176698126777
FPL Energy Langdon Wind LLC,170.16,1,NAICS-22 Non-Cogen,0.4594041297224988,-0.0315571672559275,0.13694322521077132
"Alta Wind V, LLC",168.0,1,NAICS-22 Non-Cogen,0.1954331197415214,,0.1352048767948377
"Pinyon Pines Wind I, LLC",168.0,1,NAICS-22 Non-Cogen,0.20776343893659469,0.020498579668661643,0.1352048767948377
Hackberry Wind LLC,165.6,1,NAICS-22 Non-Cogen,0.22389192471159686,-0.06359209872143468,0.13327337855491145
Cimarron Wind Energy LLC,165.6,1,NAICS-22 Non-Cogen,0.32034322945539984,-0.1490571075649182,0.13327337855491145
Cameron Wind 1 LLC,165.0,1,NAICS-22 Non-Cogen,0.23386736214605067,-0.09493845559419331,0.13279050399492986
NextEra Energy Majestic Wind,164.4,1,NAICS-22 Non-Cogen,0.3576015702999481,-0.0798660473003312,0.1323076294349483
Astra Wind LLC,163.2,1,NAICS-22 Non-Cogen,0.40725715092503306,0.10056441747919564,0.1313418803149852
North Sky River Energy LLC,162.0,1,NAICS-22 Non-Cogen,0.30572210416245027,0.004654225415457958,0.13037613119502206
"FPLE High Winds, LLC",162.0,1,NAICS-22 Non-Cogen,0.16394637275405338,-0.05600460433110707,0.13037613119502206
"Wildorado Wind, LLC",160.7,1,NAICS-22 Non-Cogen,0.49026387854593356,,0.12932990298172867
"Sholes Wind Energy Center, LLC",160.02,1,NAICS-22 Non-Cogen,0.5062543127008942,0.0033124274766200834,0.1287826451470829
"Rattlesnake Power, LLC",160.0,1,NAICS-22 Non-Cogen,0.3896978882058288,-0.030793473929872472,0.12876654932841686
Langford Wind Power LLC,160.0,1,NAICS-22 Non-Cogen,0.4076602345173042,0.15386498178506375,0.12876654932841686
"Midway Wind, LLC",159.39,1,NAICS-22 Non-Cogen,0.2842748269215364,-0.06734035303766833,0.12827562685910227
Fluvanna Wind Energy LLC,158.0,1,NAICS-22 Non-Cogen,0.41695631873832745,-0.0330150226264565,0.12715696746181165
"FPL Energy Weatherford, LLC",156.8,1,NAICS-22 Non-Cogen,0.43740968040221545,0.13605950406118728,0.12619121834184852
Osborn Wind Energy LLC,155.95,1,NAICS-22 Non-Cogen,0.5103043745630956,0.004822373711624639,0.1255071460485413
Tatanka Ridge LLC,155.0,1,NAICS-22 Non-Cogen,0.4393552793936189,,0.12474259466190382
Smoky Hills Wind Project II LLC,153.5,1,NAICS-22 Non-Cogen,0.3072309440320868,0.046704698504239306,0.12353540826194993
CPV Keenan II Renewable Energy Co LLC,151.8,1,NAICS-22 Non-Cogen,0.19541233791946547,-0.24440322685155183,0.1221672636753355
Trent Wind Farm LLC,151.7,1,NAICS-22 Non-Cogen,0.3865008050833721,,0.12208678458200523
"Pegasus Wind, LLC",151.3,1,NAICS-22 Non-Cogen,0.2888603866671,0.162969805101386,0.12176486820868418
"Old Settler Wind, LLC",151.2,1,NAICS-22 Non-Cogen,0.4123448357282602,0.026010796445678053,0.12168438911535392
"Wildcat Ranch Wind Project, LLC",150.59,1,NAICS-22 Non-Cogen,0.5221606489882963,-0.01428881856440567,0.12119346664603933
FPL Energy Story Wind LLC,150.0,1,NAICS-22 Non-Cogen,0.43618169398907103,0.007634335154826921,0.1207186399953908
Loraine Windpower Project,150.0,1,NAICS-22 Non-Cogen,0.23360807528840316,-0.05631754705525199,0.1207186399953908
"Mustang Hills, LLC (Longroad)",150.0,1,NAICS-22 Non-Cogen,0.22880540376442016,,0.1207186399953908
"Green Pastures Wind II, LLC",150.0,1,NAICS-22 Non-Cogen,0.22091909532483303,-0.1439587128111718,0.1207186399953908
"Green Pastures Wind I, LLC",150.0,1,NAICS-22 Non-Cogen,0.21064663023679417,-0.16956663630843957,0.1207186399953908
Cardinal Point LLC,150.0,1,NAICS-22 Non-Cogen,0.40609365513054035,,0.1207186399953908
FPL Energy Crystal Lake Wind LLC,150.0,1,NAICS-22 Non-Cogen,0.43271630236794173,-0.005663327261687889,0.1207186399953908
"Foxtail Wind, LLC",150.0,1,Electric Utility,0.44541742562234365,-0.02094338190649664,0.1207186399953908
"Alta Wind III, LLC",150.0,1,NAICS-22 Non-Cogen,0.2756633272616879,,0.1207186399953908
"Cedro Hill Wind, LLC",150.0,1,NAICS-22 Non-Cogen,0.2614867941712204,,0.1207186399953908
White Oak Energy LLC,150.0,1,NAICS-22 Non-Cogen,0.28553658166363083,-0.01895795385549487,0.1207186399953908
"Alta Wind I, LLC",150.0,1,NAICS-22 Non-Cogen,0.32989678202792955,,0.1207186399953908
"Rattlesnake Flat, LLC",149.9,1,NAICS-22 Non-Cogen,0.3158853017980414,0.31346869376184,0.12063816090206055
"Briscoe Wind Farm, LLC",149.85,1,NAICS-22 Non-Cogen,0.34271369122613815,,0.1205979213553954
"Brady Wind, LLC",149.73,1,NAICS-22 Non-Cogen,0.4807507490410487,-0.04774228097521499,0.1205013464433991
Goat Wind LLC,149.6,1,NAICS-22 Non-Cogen,0.1693526392176344,,0.12039672362206975
Blue Canyon Windpower II LLC,149.4,1,NAICS-22 Non-Cogen,0.4138617310773147,0.07510003584465369,0.12023576543540924
"Rocksprings Val Verde Wind, LLC",149.34,1,NAICS-22 Non-Cogen,0.35117556105394393,-0.0312821466059649,0.1201874779794111
"Brady Wind II, LLC",149.03,1,NAICS-22 Non-Cogen,0.4829362848790118,-0.03803588646776784,0.11993799279008727
"Deerfield Wind Energy, LLC",149.0,1,NAICS-22 Non-Cogen,0.38573489321646437,-0.028248432170755844,0.1199138490620882
Rocky Ridge Wind Project LLC,148.8,1,NAICS-22 Non-Cogen,0.1985242902540298,-0.25176059355230423,0.11975289087542768
UPC Power Solutions,148.55,1,NAICS-22 Non-Cogen,0.05399138642370955,,0.11955169314210201
FPL Energy Ashtabula Wind LLC,148.5,1,NAICS-22 Non-Cogen,0.455422469994419,0.0007390235076938367,0.1195114535954369
Evergy Metro,148.5,1,Electric Utility,0.10244981693069125,-0.18214092963637593,0.1195114535954369
"Carousel Wind Farm, LLC",147.9,1,NAICS-22 Non-Cogen,0.47252380319001536,-0.03306922291559672,0.11902857903545531
Garden Wind LLC,147.0,1,NAICS-22 Non-Cogen,0.2759191108137244,-0.06081868084210007,0.118304267195483
"Alta Wind II, LLC",147.0,1,NAICS-22 Non-Cogen,0.2823640385115795,,0.118304267195483
"Bitter Ridge Wind Farm, LLC",146.64,1,NAICS-22 Non-Cogen,0.2860741197853162,0.19930349979181516,0.11801454245949404
TransAlta Wyoming Wind LLC,144.0,1,NAICS-22 Non-Cogen,0.25207052595628415,,0.11588989439557516
Desert Sky Wind Farm LP,142.7,1,NAICS-22 Non-Cogen,0.39627458601547316,-0.03403094496842707,0.11484366618228177
