operator_name,total_cap_mw,num_states,sector_name,avg_capacity_factor_2024,capacity_factor_trend,market_share_pct
"WED Coventry Three, LLC",1.5,1,NAICS-22 Non-Cogen,0.16848816029143898,-0.08219489981785061,0.001207186399953908
"WED Coventry Four, LLC",1.5,1,NAICS-22 Non-Cogen,0.17182756527018822,-0.016241651487553133,0.001207186399953908
Camelot Wind LLC,1.5,1,NAICS-22 Non-Cogen,0.17562234365513055,-0.030282331511839705,0.001207186399953908
Hamilton Wind Energy LLC,1.5,1,NAICS-22 Non-Cogen,0.38486642380085,-0.022313296903460844,0.001207186399953908
MWRA Charlestown,1.5,1,NAICS-22 Non-Cogen,0.0945658773527626,-0.03164845173041893,0.001207186399953908
Buffalo Center Wind LLC,1.5,1,NAICS-22 Non-Cogen,0.364146933819065,-0.03931390406800239,0.001207186399953908
"Bulldog Wind Energy, LLC",1.5,1,NAICS-22 Non-Cogen,0.31397996357012753,-0.06762295081967212,0.001207186399953908
"Wolverine Wind Energy, LLC",1.5,1,NAICS-22 Non-Cogen,0.3699908925318761,0.016772920461445018,0.001207186399953908
Lincoln Electric System,1.32,1,Electric Utility,0.08452006402826075,-0.12686634100568528,0.0010623240319594391
Massachusetts Wtr Rauth-Deer I,1.2,1,Commercial NAICS Cogen,0.0662141393442623,-0.11251707650273225,0.0009657491199631264
City of Mountain Lake - (MN),1.2,1,Electric Utility,0.23062765634486948,-0.06128567091681847,0.0009657491199631264
Case Western Reserve University,1.1,1,NAICS-22 Non-Cogen,0.07348070872661036,-0.0062096373571783325,0.0008852700266328659
Harbec Energy,1.1,1,Industrial NAICS Cogen,0.0016559032952475573,-0.054127338963404534,0.0008852700266328659
Shane's Wind Machine LLC,0.75,1,NAICS-22 Non-Cogen,1.0255009107468125,0.24058894960534316,0.000603593199976954
GE Wind Energy LLC,0.0,1,NAICS-22 Non-Cogen,inf,,0.0
